Cliente,Latitude,Longitude,Peso_Carga_KG,Janela_Horario,Hub_Regional
Cliente_Go_113,-18.715358479628037,-41.889596970620005,338,08:00-18:00,Gov. Valadares
Cliente_Go_114,-18.814009576122828,-42.072541310689154,985,08:00-18:00,Gov. Valadares
Cliente_Go_115,-18.630971023951954,-42.08102908897738,214,08:00-18:00,Gov. Valadares
Cliente_Go_116,-18.79364432754612,-42.03776209560593,172,08:00-18:00,Gov. Valadares
Cliente_Go_117,-18.89280584044348,-41.74958113152385,104,08:00-18:00,Gov. Valadares
Cliente_Go_118,-18.941812969509524,-41.9652852469447,371,08:00-18:00,Gov. Valadares
Cliente_Go_119,-18.834509394294432,-42.11008531072372,514,08:00-18:00,Gov. Valadares
Cliente_Go_120,-18.747693780316652,-41.99247469338264,960,08:00-18:00,Gov. Valadares
Cliente_Go_121,-18.93883337306112,-41.82916805434131,620,08:00-18:00,Gov. Valadares
Cliente_Go_122,-18.547084646442052,-41.838671719281656,1051,08:00-18:00,Gov. Valadares
Cliente_Go_123,-18.916722212300755,-41.659851131089056,723,08:00-18:00,Gov. Valadares
Cliente_Go_124,-19.107959370924267,-42.01096999912425,1324,08:00-18:00,Gov. Valadares
Cliente_Go_125,-19.022794330093575,-41.94605274095188,708,08:00-18:00,Gov. Valadares
Cliente_Go_126,-18.887529613013452,-42.124305504970025,1180,08:00-18:00,Gov. Valadares
Cliente_Go_127,-18.79612451431016,-42.03500897236835,655,08:00-18:00,Gov. Valadares
Cliente_Go_128,-18.70746289434621,-42.21392305551896,1011,08:00-18:00,Gov. Valadares
Cliente_Go_129,-19.086048434560926,-41.91793814815294,655,08:00-18:00,Gov. Valadares
Cliente_Go_130,-18.992417497816685,-41.86384208403128,1244,08:00-18:00,Gov. Valadares
Cliente_Go_131,-18.787646078268054,-41.81478584374237,1409,08:00-18:00,Gov. Valadares
Cliente_Go_132,-18.959882210251777,-41.81272394342922,931,08:00-18:00,Gov. Valadares
Cliente_Go_133,-18.912915501793876,-41.83668811695333,775,08:00-18:00,Gov. Valadares
Cliente_Go_134,-18.82610160696104,-41.96042566905752,599,08:00-18:00,Gov. Valadares
Cliente_Go_135,-18.897195004049138,-42.02139160388732,754,08:00-18:00,Gov. Valadares
Cliente_Go_136,-18.68402317081064,-41.59826789977113,1350,08:00-18:00,Gov. Valadares
Cliente_Go_137,-19.035092404313914,-41.71185311089335,381,08:00-18:00,Gov. Valadares
Cliente_Go_138,-18.67791031383137,-42.03120556041881,1226,08:00-18:00,Gov. Valadares
Cliente_Go_139,-18.929588548431358,-41.747065101701864,1351,08:00-18:00,Gov. Valadares
Cliente_Go_140,-18.866796906471777,-41.79688057933952,573,08:00-18:00,Gov. Valadares
Cliente_Go_141,-18.9206723469517,-41.81478473451983,253,08:00-18:00,Gov. Valadares
Cliente_Go_142,-18.957551507316513,-41.66291990077444,1167,08:00-18:00,Gov. Valadares
Cliente_Go_143,-18.972744925921976,-41.93908859921694,108,08:00-18:00,Gov. Valadares
Cliente_Go_144,-19.10074241217394,-42.02928213152255,115,08:00-18:00,Gov. Valadares
Cliente_Go_145,-18.96844006146421,-41.83401902964765,887,08:00-18:00,Gov. Valadares
Cliente_Go_146,-18.770804196087973,-41.78167560942767,146,08:00-18:00,Gov. Valadares
Cliente_Go_147,-18.6987751026844,-41.92053119127245,1426,08:00-18:00,Gov. Valadares
Cliente_Go_148,-18.919043992349476,-41.5730147902628,994,08:00-18:00,Gov. Valadares
Cliente_Go_149,-19.02000997107911,-41.74786686592082,79,08:00-18:00,Gov. Valadares
Cliente_Go_150,-18.9313982416497,-42.20705538701626,1443,08:00-18:00,Gov. Valadares
Cliente_Go_151,-18.758374972359615,-41.96714092494942,1317,08:00-18:00,Gov. Valadares
Cliente_Go_152,-18.779922749508348,-42.03427789789046,574,08:00-18:00,Gov. Valadares
Cliente_Go_153,-18.585175558639886,-41.97584033723618,1430,08:00-18:00,Gov. Valadares
Cliente_Go_154,-18.910312286963173,-42.05165588992337,276,08:00-18:00,Gov. Valadares
Cliente_Go_155,-18.805260867171103,-42.055632598242056,797,08:00-18:00,Gov. Valadares
Cliente_Go_156,-18.93155139229141,-42.03938568271823,1345,08:00-18:00,Gov. Valadares
Cliente_Go_157,-18.742819089529277,-42.08986787532496,873,08:00-18:00,Gov. Valadares
Cliente_Go_158,-18.799927577714644,-41.8960767700936,1159,08:00-18:00,Gov. Valadares
Cliente_Go_159,-18.873980634174007,-42.162281691782304,674,08:00-18:00,Gov. Valadares
Cliente_Go_160,-18.870432151876393,-41.78719882451641,83,08:00-18:00,Gov. Valadares
Cliente_Go_161,-18.767164106745476,-42.143459401129675,1044,08:00-18:00,Gov. Valadares
Cliente_Go_162,-18.92037514048828,-41.861056722667364,67,08:00-18:00,Gov. Valadares
Cliente_Go_163,-18.632128915171425,-42.23872366487879,515,08:00-18:00,Gov. Valadares
Cliente_Go_164,-18.82916811845785,-41.94878307922303,562,08:00-18:00,Gov. Valadares
Cliente_Go_165,-18.77123712330312,-42.02053577021823,272,08:00-18:00,Gov. Valadares
Cliente_Go_166,-18.958979603572676,-41.74986336872005,940,08:00-18:00,Gov. Valadares
Cliente_Go_167,-18.846166502682568,-42.09723523116323,899,08:00-18:00,Gov. Valadares
Cliente_Go_168,-18.835222130675508,-42.042351947162,672,08:00-18:00,Gov. Valadares
Cliente_Go_169,-18.713053273623068,-42.0180923585795,463,08:00-18:00,Gov. Valadares
Cliente_Go_170,-18.818327267376592,-41.9268298760776,114,08:00-18:00,Gov. Valadares
Cliente_Go_171,-18.64508628598699,-41.87557296171978,238,08:00-18:00,Gov. Valadares
Cliente_Go_172,-18.8399807372593,-41.693097104645055,773,08:00-18:00,Gov. Valadares
Cliente_Go_173,-18.83130054049349,-42.4084056535577,1166,08:00-18:00,Gov. Valadares
Cliente_Go_174,-18.88439323384176,-41.886396242183494,1034,08:00-18:00,Gov. Valadares
Cliente_Go_175,-18.72749342702458,-41.83234838048882,481,08:00-18:00,Gov. Valadares
Cliente_Go_176,-18.803301213278782,-42.146149504088555,1083,08:00-18:00,Gov. Valadares
Cliente_Go_177,-18.903762301824862,-41.92066851818491,475,08:00-18:00,Gov. Valadares
Cliente_Go_178,-18.775038371865374,-41.82336137632498,579,08:00-18:00,Gov. Valadares
Cliente_Go_179,-18.85895616940701,-42.01722548938199,90,08:00-18:00,Gov. Valadares
Cliente_Go_180,-18.796374067067514,-41.72460322213355,1091,08:00-18:00,Gov. Valadares
Cliente_Go_181,-18.983711733205016,-41.97824347028256,187,08:00-18:00,Gov. Valadares
Cliente_Go_182,-18.84268305886844,-42.260285904344414,84,08:00-18:00,Gov. Valadares
Cliente_Go_183,-18.6476285056907,-42.033179425164,367,08:00-18:00,Gov. Valadares
Cliente_Go_184,-18.96061031826609,-42.05993717106605,1102,08:00-18:00,Gov. Valadares
Cliente_Go_185,-18.882116688255593,-41.83842739113621,1414,08:00-18:00,Gov. Valadares
Cliente_Go_186,-18.76761678516491,-42.07720376952792,746,08:00-18:00,Gov. Valadares
Cliente_Go_187,-18.914139411349446,-41.87337784957681,1458,08:00-18:00,Gov. Valadares
Cliente_Go_188,-19.000847230539097,-41.99773717554068,1474,08:00-18:00,Gov. Valadares
Cliente_Go_189,-18.840912820370878,-41.877045234744145,530,08:00-18:00,Gov. Valadares
Cliente_Go_190,-18.498192011368317,-41.91622519452061,561,08:00-18:00,Gov. Valadares
Cliente_Go_191,-18.804520464967275,-41.88787556652393,1162,08:00-18:00,Gov. Valadares
Cliente_Go_192,-18.991809116866254,-41.97546999892377,1303,08:00-18:00,Gov. Valadares
Cliente_Go_193,-18.928777432824266,-41.78964943032732,1044,08:00-18:00,Gov. Valadares
Cliente_Go_194,-18.788080474586284,-42.07492741657108,269,08:00-18:00,Gov. Valadares
Cliente_Go_195,-18.88873377152782,-41.982643995382944,843,08:00-18:00,Gov. Valadares
Cliente_Go_196,-19.073181515700018,-42.05515107862818,1004,08:00-18:00,Gov. Valadares
Cliente_Go_197,-18.819637841180537,-41.99352845402982,565,08:00-18:00,Gov. Valadares
Cliente_Go_198,-18.727155670935797,-41.787244966294594,831,08:00-18:00,Gov. Valadares
Cliente_Go_199,-18.936004605876235,-41.77137669576626,1246,08:00-18:00,Gov. Valadares
Cliente_Go_200,-18.66530245215358,-41.891226101851956,485,08:00-18:00,Gov. Valadares
Cliente_Go_201,-18.979238015882153,-42.018549915921255,264,08:00-18:00,Gov. Valadares
Cliente_Go_202,-18.820391359536018,-41.79644989561087,522,08:00-18:00,Gov. Valadares
Cliente_Go_203,-18.876302094386737,-41.92319631106461,620,08:00-18:00,Gov. Valadares
Cliente_Go_204,-19.101047981997365,-41.98424080228858,483,08:00-18:00,Gov. Valadares
Cliente_Go_205,-18.86687353566028,-41.99608903549202,1002,08:00-18:00,Gov. Valadares
Cliente_Go_206,-18.886099610918507,-41.53855597769301,1124,08:00-18:00,Gov. Valadares
Cliente_Go_207,-18.702958996341163,-41.82079690202935,59,08:00-18:00,Gov. Valadares
Cliente_Go_208,-18.837844591588816,-42.04171905737865,977,08:00-18:00,Gov. Valadares
Cliente_Go_209,-18.936291816875066,-41.9361354630523,305,08:00-18:00,Gov. Valadares
Cliente_Go_210,-18.92688159024309,-41.81810530650252,1450,08:00-18:00,Gov. Valadares
Cliente_Go_211,-18.883557561421014,-42.039545378479644,518,08:00-18:00,Gov. Valadares
Cliente_Go_212,-18.778091801313902,-42.08860988330982,1068,08:00-18:00,Gov. Valadares
Cliente_Go_213,-18.698609371403908,-41.896637816544995,1373,08:00-18:00,Gov. Valadares
Cliente_Go_214,-19.049163229919003,-41.77630270697128,884,08:00-18:00,Gov. Valadares
Cliente_Go_215,-19.01527676815762,-41.82596092004873,763,08:00-18:00,Gov. Valadares
Cliente_Go_216,-18.892222160447773,-41.896663397335494,226,08:00-18:00,Gov. Valadares
Cliente_Go_217,-18.82944904136734,-42.017961924483465,1313,08:00-18:00,Gov. Valadares
Cliente_Go_218,-18.76400213992504,-42.06301764646972,1220,08:00-18:00,Gov. Valadares
Cliente_Go_219,-19.027885905428903,-41.866251658168004,1043,08:00-18:00,Gov. Valadares
Cliente_Go_220,-18.79569340322876,-41.99950149756689,1443,08:00-18:00,Gov. Valadares
Cliente_Go_221,-18.721707133532387,-41.889864419360215,199,08:00-18:00,Gov. Valadares
Cliente_Go_222,-18.825791307020143,-41.47989304736565,1365,08:00-18:00,Gov. Valadares
Cliente_Go_223,-19.078735644565985,-41.909854035104686,73,08:00-18:00,Gov. Valadares
Cliente_Go_224,-18.890348107725657,-42.25507830674148,1350,08:00-18:00,Gov. Valadares
Cliente_Go_225,-18.92468162826266,-41.831001218809206,1011,08:00-18:00,Gov. Valadares
Cliente_Go_226,-18.95749369562746,-42.0895472824166,196,08:00-18:00,Gov. Valadares
Cliente_Go_227,-18.82833789825009,-42.03852509664954,1290,08:00-18:00,Gov. Valadares
Cliente_Go_228,-18.92740955477091,-42.02133449326794,635,08:00-18:00,Gov. Valadares
Cliente_Go_229,-18.769086544090296,-42.20235434575875,184,08:00-18:00,Gov. Valadares
Cliente_Go_230,-18.954419513341996,-41.936072619169046,1263,08:00-18:00,Gov. Valadares
Cliente_Go_231,-18.48655206277359,-41.721330333770446,807,08:00-18:00,Gov. Valadares
Cliente_Go_232,-18.86085902857221,-42.055623836957245,608,08:00-18:00,Gov. Valadares
Cliente_Go_233,-18.97105011748923,-41.88526878661648,1184,08:00-18:00,Gov. Valadares
Cliente_Go_234,-18.793749440723523,-42.17090177846843,167,08:00-18:00,Gov. Valadares
Cliente_Go_235,-18.960064295669355,-41.69412802687146,196,08:00-18:00,Gov. Valadares
Cliente_Go_236,-18.55914082986779,-41.8833712713511,61,08:00-18:00,Gov. Valadares
Cliente_Go_237,-18.79671126713228,-42.012546230556396,949,08:00-18:00,Gov. Valadares
Cliente_Go_238,-18.815268425913512,-42.15048348151611,587,08:00-18:00,Gov. Valadares
Cliente_Go_239,-18.860398730304095,-41.85396225167458,716,08:00-18:00,Gov. Valadares
Cliente_Mo_000,-16.793074014866335,-43.98098987124311,159,08:00-18:00,Montes Claros
Cliente_Mo_001,-16.861410386125492,-44.000587008368754,1027,08:00-18:00,Montes Claros
Cliente_Mo_002,-16.813069838702052,-43.905699729004304,190,08:00-18:00,Montes Claros
Cliente_Mo_003,-16.75306018077846,-43.81164692171685,435,08:00-18:00,Montes Claros
Cliente_Mo_004,-16.744210425583564,-43.901203533732065,844,08:00-18:00,Montes Claros
Cliente_Mo_005,-16.700806121090046,-43.91799829463349,157,08:00-18:00,Montes Claros
Cliente_Mo_006,-16.680682300570282,-44.017469174346616,207,08:00-18:00,Montes Claros
Cliente_Mo_007,-16.984761295996936,-43.90303558560958,1282,08:00-18:00,Montes Claros
Cliente_Mo_008,-16.985523654581268,-43.72656469713654,410,08:00-18:00,Montes Claros
Cliente_Mo_009,-16.87321077152702,-43.75429840884848,640,08:00-18:00,Montes Claros
Cliente_Mo_010,-16.616803561138525,-43.779748605017524,358,08:00-18:00,Montes Claros
Cliente_Mo_011,-16.716851613791192,-43.93439292410972,587,08:00-18:00,Montes Claros
Cliente_Mo_012,-16.7028517857786,-44.00893814886947,1153,08:00-18:00,Montes Claros
Cliente_Mo_013,-16.85356181610929,-43.94518316181616,1136,08:00-18:00,Montes Claros
Cliente_Mo_014,-16.887745079011747,-43.88519381551964,125,08:00-18:00,Montes Claros
Cliente_Mo_015,-16.602811505053836,-43.40308535907478,1284,08:00-18:00,Montes Claros
Cliente_Mo_016,-16.78091758906854,-43.87351846538831,700,08:00-18:00,Montes Claros
Cliente_Mo_017,-16.726300096927893,-43.83060923429491,499,08:00-18:00,Montes Claros
Cliente_Mo_018,-16.71460279020378,-43.85352465682108,1025,08:00-18:00,Montes Claros
Cliente_Mo_019,-16.50242073529816,-44.173778649952396,517,08:00-18:00,Montes Claros
Cliente_Mo_020,-16.74756430108384,-43.91091703497776,319,08:00-18:00,Montes Claros
Cliente_Mo_021,-17.120091358839897,-43.757668133206565,276,08:00-18:00,Montes Claros
Cliente_Mo_022,-16.91497377692392,-43.94925570448694,1463,08:00-18:00,Montes Claros
Cliente_Mo_023,-16.775517469641784,-43.694065734998475,751,08:00-18:00,Montes Claros
Cliente_Mo_024,-17.147944375879078,-44.15980346516917,535,08:00-18:00,Montes Claros
Cliente_Mo_025,-16.67061933473544,-43.92870348199914,147,08:00-18:00,Montes Claros
Cliente_Mo_026,-16.58069946426058,-43.79706250246389,1440,08:00-18:00,Montes Claros
Cliente_Mo_027,-16.654706532565857,-43.63072887027991,626,08:00-18:00,Montes Claros
Cliente_Mo_028,-16.865141497092864,-43.643386879643465,75,08:00-18:00,Montes Claros
Cliente_Mo_029,-16.538878883518546,-44.00509724967594,1302,08:00-18:00,Montes Claros
Cliente_Mo_030,-16.678081556085967,-43.86920512908384,191,08:00-18:00,Montes Claros
Cliente_Mo_031,-16.71695768353528,-44.077354161793124,825,08:00-18:00,Montes Claros
Cliente_Mo_032,-16.77372278947373,-43.58441272809123,219,08:00-18:00,Montes Claros
Cliente_Mo_033,-16.904411989531564,-43.92722481935666,792,08:00-18:00,Montes Claros
Cliente_Mo_034,-16.766869303126953,-43.804533970790516,821,08:00-18:00,Montes Claros
Cliente_Mo_035,-16.891431630261444,-43.652372433048164,102,08:00-18:00,Montes Claros
Cliente_Mo_036,-16.43027740657993,-43.63854563172673,373,08:00-18:00,Montes Claros
Cliente_Mo_037,-16.979426743596843,-43.66026607658851,255,08:00-18:00,Montes Claros
Cliente_Mo_038,-16.580630244449893,-43.60518317794083,165,08:00-18:00,Montes Claros
Cliente_Mo_039,-16.845881202633265,-43.99162025494599,200,08:00-18:00,Montes Claros
Cliente_Mo_040,-16.705973314288975,-43.89364352015174,165,08:00-18:00,Montes Claros
Cliente_Mo_041,-17.005677986315394,-43.935460147289156,682,08:00-18:00,Montes Claros
Cliente_Mo_042,-16.745663119337472,-43.98895056645905,1458,08:00-18:00,Montes Claros
Cliente_Mo_043,-16.94458366910585,-43.996072075178304,219,08:00-18:00,Montes Claros
Cliente_Mo_044,-16.87133602261028,-44.050667185668914,1219,08:00-18:00,Montes Claros
Cliente_Mo_045,-16.497910969664016,-44.12493676517139,1201,08:00-18:00,Montes Claros
Cliente_Mo_046,-16.617463057993067,-43.80889294545029,133,08:00-18:00,Montes Claros
Cliente_Mo_047,-16.55894195974703,-43.742825942200234,1060,08:00-18:00,Montes Claros
Cliente_Mo_048,-16.723725133400993,-43.786490390905186,882,08:00-18:00,Montes Claros
Cliente_Mo_049,-16.91868118446392,-43.8915612261299,1397,08:00-18:00,Montes Claros
Cliente_Mo_050,-16.46969481380775,-43.81771061263107,588,08:00-18:00,Montes Claros
Cliente_Mo_051,-16.777732872522826,-43.73746608673345,1139,08:00-18:00,Montes Claros
Cliente_Mo_052,-16.983924545698038,-43.788754704502324,878,08:00-18:00,Montes Claros
Cliente_Mo_053,-16.56719877311808,-43.9026276259861,366,08:00-18:00,Montes Claros
Cliente_Mo_054,-16.592420288499493,-43.64673191153321,1397,08:00-18:00,Montes Claros
Cliente_Mo_055,-16.705207120619683,-43.58407692074836,388,08:00-18:00,Montes Claros
Cliente_Mo_056,-16.87377803446908,-43.913439706070264,784,08:00-18:00,Montes Claros
Cliente_Mo_057,-16.74702193509541,-44.00515884602943,1100,08:00-18:00,Montes Claros
Cliente_Mo_058,-16.616000143582387,-43.78722168589853,1261,08:00-18:00,Montes Claros
Cliente_Mo_059,-16.579170679652346,-43.746880004061914,712,08:00-18:00,Montes Claros
Cliente_Mo_060,-17.066981066633495,-43.98372447947327,832,08:00-18:00,Montes Claros
Cliente_Mo_061,-16.509955190390283,-44.0012510484852,538,08:00-18:00,Montes Claros
Cliente_Mo_062,-16.953602676387764,-43.52137672252712,1128,08:00-18:00,Montes Claros
Cliente_Mo_063,-16.647231937931338,-43.66473030458452,1272,08:00-18:00,Montes Claros
Cliente_Mo_064,-16.51621375595702,-43.701277166028085,144,08:00-18:00,Montes Claros
Cliente_Mo_065,-16.657545268376712,-43.69463338871762,1090,08:00-18:00,Montes Claros
Cliente_Mo_066,-16.83467302069559,-43.616457613951276,490,08:00-18:00,Montes Claros
Cliente_Mo_067,-16.979332302238067,-43.751091746004576,583,08:00-18:00,Montes Claros
Cliente_Mo_068,-16.747198188727054,-44.16690597595888,1413,08:00-18:00,Montes Claros
Cliente_Mo_069,-16.47041180192577,-43.995323447673826,430,08:00-18:00,Montes Claros
Cliente_Mo_070,-16.71977015927477,-43.77303861839052,430,08:00-18:00,Montes Claros
Cliente_Mo_071,-16.34201568227665,-43.824901577188115,796,08:00-18:00,Montes Claros
Cliente_Mo_072,-16.67082768043108,-43.66151040281784,1448,08:00-18:00,Montes Claros
Cliente_Mo_073,-16.587463943353555,-43.8433276907926,1176,08:00-18:00,Montes Claros
Cliente_Mo_074,-16.75004664701362,-43.9913040842261,1260,08:00-18:00,Montes Claros
Cliente_Mo_075,-16.59571167367705,-43.89985805861679,136,08:00-18:00,Montes Claros
Cliente_Mo_076,-16.4895915738114,-43.93070681916255,571,08:00-18:00,Montes Claros
Cliente_Mo_077,-16.80626162982713,-43.80146011543134,438,08:00-18:00,Montes Claros
Cliente_Mo_078,-16.579734719420372,-43.919630345067986,582,08:00-18:00,Montes Claros
Cliente_Mo_079,-16.547645928795607,-43.9132037274294,1353,08:00-18:00,Montes Claros
Cliente_Mo_080,-16.907481206207592,-43.90761513058288,845,08:00-18:00,Montes Claros
Cliente_Mo_081,-16.5959824581924,-43.885833239573145,115,08:00-18:00,Montes Claros
Cliente_Mo_082,-16.861599019095078,-43.82574246777207,124,08:00-18:00,Montes Claros
Cliente_Mo_083,-16.89769736178056,-43.94417162019204,843,08:00-18:00,Montes Claros
Cliente_Mo_084,-16.64738933504476,-43.71066871747765,403,08:00-18:00,Montes Claros
Cliente_Mo_085,-16.65034353257975,-43.78520397429833,1012,08:00-18:00,Montes Claros
Cliente_Mo_086,-16.989715335031292,-43.787956454047595,1354,08:00-18:00,Montes Claros
Cliente_Mo_087,-16.864875851250947,-43.819880136901276,780,08:00-18:00,Montes Claros
Cliente_Mo_088,-16.57593212388201,-43.61068677420284,1096,08:00-18:00,Montes Claros
Cliente_Mo_089,-16.73867625965745,-43.9133101483469,110,08:00-18:00,Montes Claros
Cliente_Mo_090,-16.769056717713745,-43.748130437497686,799,08:00-18:00,Montes Claros
Cliente_Mo_091,-16.54540643475326,-44.07393743521657,564,08:00-18:00,Montes Claros
Cliente_Mo_092,-16.77573525468207,-44.148646043866435,1153,08:00-18:00,Montes Claros
Cliente_Mo_093,-16.651046108832105,-43.795925265899285,533,08:00-18:00,Montes Claros
Cliente_Mo_094,-16.77164513723522,-43.65389661905252,1367,08:00-18:00,Montes Claros
Cliente_Mo_095,-16.45369428329079,-44.0326083367383,98,08:00-18:00,Montes Claros
Cliente_Mo_096,-16.67454384258134,-43.765385472675895,401,08:00-18:00,Montes Claros
Cliente_Mo_097,-16.636013685342075,-43.564677362055974,135,08:00-18:00,Montes Claros
Cliente_Mo_098,-16.654788611821917,-43.714297026350586,1034,08:00-18:00,Montes Claros
Cliente_Mo_099,-16.865726267501117,-43.73107860679813,875,08:00-18:00,Montes Claros
Cliente_Mo_100,-16.630808417182724,-43.84574822697528,413,08:00-18:00,Montes Claros
Cliente_Mo_101,-16.826841775338135,-43.6839486219848,638,08:00-18:00,Montes Claros
Cliente_Mo_102,-16.7597384391215,-43.917967613759565,1319,08:00-18:00,Montes Claros
Cliente_Mo_103,-16.8361407009112,-44.00823142363772,898,08:00-18:00,Montes Claros
Cliente_Mo_104,-16.57379868316007,-43.89136579819364,893,08:00-18:00,Montes Claros
Cliente_Mo_105,-16.456258855953745,-44.01199533515837,872,08:00-18:00,Montes Claros
Cliente_Mo_106,-16.839211551270594,-44.031917036276454,558,08:00-18:00,Montes Claros
Cliente_Mo_107,-16.877099807426298,-44.05607073086638,683,08:00-18:00,Montes Claros
Cliente_Mo_108,-16.82481805135078,-44.11171581269594,444,08:00-18:00,Montes Claros
Cliente_Mo_109,-16.783207527242165,-43.941784387444386,932,08:00-18:00,Montes Claros
Cliente_Mo_110,-16.773993828648525,-43.67032344016854,1200,08:00-18:00,Montes Claros
Cliente_Mo_111,-16.713210432006402,-43.65449714899965,637,08:00-18:00,Montes Claros
Cliente_Mo_112,-16.646923221415836,-43.629082827325995,1364,08:00-18:00,Montes Claros
Cliente_Mo_113,-16.72830244786766,-43.73032100663847,915,08:00-18:00,Montes Claros
Cliente_Mo_114,-16.772008599811,-43.7172700932741,1193,08:00-18:00,Montes Claros
Cliente_Mo_115,-16.59421221548418,-43.97064751041497,64,08:00-18:00,Montes Claros
Cliente_Mo_116,-16.876781724780717,-43.78201947585943,357,08:00-18:00,Montes Claros
Cliente_Mo_117,-16.709254061365048,-43.98876914577995,440,08:00-18:00,Montes Claros
Cliente_Mo_118,-16.911759759269977,-43.87788573643274,1161,08:00-18:00,Montes Claros
Cliente_Mo_119,-16.716644242831727,-44.191893785158065,260,08:00-18:00,Montes Claros
Cliente_Mo_120,-16.496870473156346,-43.74527939738752,233,08:00-18:00,Montes Claros
Cliente_Mo_121,-16.393885741161114,-43.85565124691647,373,08:00-18:00,Montes Claros
Cliente_Mo_122,-16.629458177878146,-43.95902870396186,862,08:00-18:00,Montes Claros
Cliente_Mo_123,-16.880565185186583,-43.83760851934321,1062,08:00-18:00,Montes Claros
Cliente_Mo_124,-16.908565416899293,-43.75570289913312,803,08:00-18:00,Montes Claros
Cliente_Mo_125,-16.790691677756016,-43.91536203899231,856,08:00-18:00,Montes Claros
Cliente_Mo_126,-16.865374635897478,-43.88377037531728,1383,08:00-18:00,Montes Claros
Cliente_Mo_127,-16.64907795010442,-43.86055734215236,713,08:00-18:00,Montes Claros
Cliente_Mo_128,-16.675016720192776,-43.926752324232254,1201,08:00-18:00,Montes Claros
Cliente_Mo_129,-16.54775091737127,-43.788371577719694,168,08:00-18:00,Montes Claros
Cliente_Mo_130,-16.800835527984813,-44.01259068555102,195,08:00-18:00,Montes Claros
Cliente_Mo_131,-16.723552637604755,-43.95692021470494,830,08:00-18:00,Montes Claros
Cliente_Mo_132,-16.888589528451355,-43.81455094380755,1380,08:00-18:00,Montes Claros
Cliente_Mo_133,-17.04716621598741,-43.770657197600435,207,08:00-18:00,Montes Claros
Cliente_Mo_134,-16.669887429174285,-43.86517353732429,830,08:00-18:00,Montes Claros
Cliente_Mo_135,-16.771223380603892,-43.84014531893199,812,08:00-18:00,Montes Claros
Cliente_Mo_136,-16.911343679843135,-43.834108946436615,362,08:00-18:00,Montes Claros
Cliente_Mo_137,-16.653321785585913,-43.99306730861363,480,08:00-18:00,Montes Claros
Cliente_Mo_138,-16.78490167263902,-43.83499645575483,1353,08:00-18:00,Montes Claros
Cliente_Mo_139,-16.56612069257464,-43.67370394174797,463,08:00-18:00,Montes Claros
Cliente_Mo_140,-16.663563660456067,-43.70148902206333,157,08:00-18:00,Montes Claros
Cliente_Mo_141,-16.644728781634402,-44.087250029830315,58,08:00-18:00,Montes Claros
Cliente_Mo_142,-16.678440479061525,-43.910204000181814,1013,08:00-18:00,Montes Claros
Cliente_Mo_143,-16.59900283552642,-43.876053471665585,657,08:00-18:00,Montes Claros
Cliente_Mo_144,-16.706213401266666,-43.86716108089911,736,08:00-18:00,Montes Claros
Cliente_Mo_145,-16.687741973982696,-43.92180637215061,1171,08:00-18:00,Montes Claros
Cliente_Mo_146,-16.414672023953205,-44.02673167182639,81,08:00-18:00,Montes Claros
Cliente_Mo_147,-16.69143327369732,-43.78178095991373,524,08:00-18:00,Montes Claros
Cliente_Mo_148,-16.351976421004373,-43.885881289867704,789,08:00-18:00,Montes Claros
Cliente_Mo_149,-16.543537574985866,-44.002857937181446,1382,08:00-18:00,Montes Claros
Cliente_Mo_150,-16.83974044149824,-44.19037201744478,235,08:00-18:00,Montes Claros
Cliente_Mo_151,-16.770396364804053,-43.75013584971643,177,08:00-18:00,Montes Claros
Cliente_Mo_152,-16.802467678700076,-43.83404720597511,399,08:00-18:00,Montes Claros
Cliente_Mo_153,-16.827195679190904,-44.0252757779293,954,08:00-18:00,Montes Claros
Cliente_Mo_154,-16.75763960960514,-44.003636863596356,192,08:00-18:00,Montes Claros
Cliente_Mo_155,-16.93508404429711,-43.93178234520336,940,08:00-18:00,Montes Claros
Cliente_Mo_156,-16.724405337984397,-43.9372316691588,186,08:00-18:00,Montes Claros
Cliente_Mo_157,-16.910340556405746,-43.75533236889424,1417,08:00-18:00,Montes Claros
Cliente_Mo_158,-16.496633455235457,-43.85746306682907,901,08:00-18:00,Montes Claros
Cliente_Mo_159,-16.543519738950632,-43.859353856148765,316,08:00-18:00,Montes Claros
Cliente_Mo_160,-16.753917042831155,-43.661401311102246,265,08:00-18:00,Montes Claros
Cliente_Mo_161,-16.748390405093247,-43.630970269325594,1405,08:00-18:00,Montes Claros
Cliente_Mo_162,-16.74215325890811,-43.94159386603157,1166,08:00-18:00,Montes Claros
Cliente_Mo_163,-16.823602870060657,-43.79922415937978,128,08:00-18:00,Montes Claros
Cliente_Mo_164,-16.742546188691076,-44.24316779116726,339,08:00-18:00,Montes Claros
Cliente_Mo_165,-16.753744829972366,-43.743213775925824,461,08:00-18:00,Montes Claros
Cliente_Mo_166,-16.67030158230669,-43.8615404486024,901,08:00-18:00,Montes Claros
Cliente_Mo_167,-16.78426645889857,-44.132963942281386,987,08:00-18:00,Montes Claros
Cliente_Mo_168,-16.68956417097485,-43.887251801096525,92,08:00-18:00,Montes Claros
Cliente_Mo_169,-16.654338720677977,-43.938412326907816,697,08:00-18:00,Montes Claros
Cliente_Mo_170,-16.717314624896552,-43.74703976820248,698,08:00-18:00,Montes Claros
